,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
861,buLWvnacu,heebs,"A Jewish person, derived from the word 'Hebrew'.",,True,,75.0,eng,heeb,,,False,True,True,False,False,False,False,629,47,5,2018-11-01 20:34:28,2018-11-01 20:34:28
862,mMHLjyXgi,heinies,A person of German descent.,,True,,75.0,eng,heinie,,,True,False,False,False,False,False,False,1136,71,1,2018-11-01 20:34:28,2018-11-01 20:34:28
863,XkgrervsF,hairybacks,A derogatory term for Afrikaners,,False,,,eng,hairyback,,,False,True,False,False,False,False,False,5,0,0,2018-11-01 20:34:27,2018-11-01 20:34:27
864,UaMJJWLTB,halfricans,Denotes a person that is half African.,,True,,100.0,eng,halfrican,,,False,True,False,False,False,False,False,122,9,1,2018-11-01 20:34:27,2018-11-01 20:34:27
865,2DfRGnbHP,gypos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,,eng,gypo,,,False,True,False,False,False,False,False,2207,183,29,2018-11-01 20:34:26,2018-11-01 20:34:26
866,ToQGANTDK,gyppies,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,,eng,gyppie,,,False,True,False,False,False,False,False,3,1,0,2018-11-01 20:34:26,2018-11-01 20:34:26
867,gqdnoyLAN,gyppos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,,eng,gyppo,,,False,True,False,False,False,False,False,424,37,7,2018-11-01 20:34:26,2018-11-01 20:34:26
868,2LwGsNbpj,guineas,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,,eng,guinea,,,True,True,False,False,False,False,False,115,11,1,2018-11-01 20:34:25,2018-11-01 20:34:25
869,ueqnyBoig,gurriers,"In Ireland, a disreputable or delinquent person",,False,,,eng,gurrier,,,False,False,False,False,False,False,True,104,11,0,2018-11-01 20:34:25,2018-11-01 20:34:25
870,QQTZGEa2Z,gualas,"A person who's overt about his/her Hispanic descent, particularly a Dominican",,False,,100.0,eng,guala,,,True,True,False,False,False,False,False,97,1,0,2018-11-01 20:34:24,2018-11-01 20:34:24
871,advxahrwp,gubbas,"In Australia, Aboriginal pejorative term for white people.",,False,,,eng,gubba,,,False,True,False,False,False,False,False,31,2,1,2018-11-01 20:34:24,2018-11-01 20:34:24
872,oJqCNpyyX,guidettes,A woman of Italian descent,,False,,,eng,guidette,,,False,True,False,False,False,False,False,180,20,0,2018-11-01 20:34:24,2018-11-01 20:34:24
873,DsyusqjAQ,guidos,"An Italian-American male. Derives from the Italian given name, Guido. Used mostly in the Northeastern United States as a stereotype for working-class urban Italian-Americans.",,False,,,eng,guido,,,True,True,False,False,False,False,False,203,11,0,2018-11-01 20:34:24,2018-11-01 20:34:24
874,Vz2EmviCc,gooks,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,100.0,eng,gook,,,False,True,False,False,False,False,False,606,15,3,2018-11-01 20:34:23,2018-11-01 20:34:23
875,qUcKtRCbW,greaseballs,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,,eng,greaseball,,,True,True,False,False,False,False,False,400,58,3,2018-11-01 20:34:23,2018-11-01 20:34:23
876,gGpMqzhNZ,greasers,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,,eng,greaser,,,True,True,False,False,False,False,False,310,30,2,2018-11-01 20:34:23,2018-11-01 20:34:23
877,gCYTLHAKX,groids,A black person. Derived from 'negroid'.,,True,,,eng,groid,,,False,True,False,False,False,False,False,754,58,2,2018-11-01 20:34:23,2018-11-01 20:34:23
878,DJHBXR7HW,guala gualas,"A person who's overt about his/her Hispanic descent, particularly a Dominican",,False,,,eng,guala guala,,,True,True,False,False,False,False,False,38,1,0,2018-11-01 20:34:23,2018-11-01 20:34:23
879,y43lNWwkx,globalists,Coded language often used as a negative euphemism for Jew,An internationally-minded person,False,,,eng,globalist,,,True,False,True,False,False,False,False,194,27,13,2018-11-01 20:34:22,2018-11-01 20:34:22
880,QNHQoZdHD,golliwogs,"Originally a children's literary character and type of black doll, but eventually came to be used as a slur against people with dark skin, most commonly Afro-Caribbeans.",,True,,,eng,golliwog,,,False,True,False,False,False,False,False,711,68,8,2018-11-01 20:34:22,2018-11-01 20:34:22
881,AEWTQUJzN,goobers,A rural person or resident of a small town.,,False,,,eng,goober,,,False,False,False,False,False,False,False,478,33,3,2018-11-01 20:34:22,2018-11-01 20:34:22
882,PmbhWRHzs,gook eyes,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,True,,,eng,gook eye,,,False,True,False,False,False,False,False,22,1,0,2018-11-01 20:34:22,2018-11-01 20:34:22
883,hUzmciPgh,gins,"In Australia, an Aboriginal woman.",An alcoholic beverage,False,,,eng,gin,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:21,2018-11-01 20:34:21
884,XRP47NXkz,ginzos,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,,eng,ginzo,,,True,True,False,False,False,False,False,28,6,0,2018-11-01 20:34:21,2018-11-01 20:34:21
885,ugMJzQipY,gippos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,,eng,gippo,,,False,True,False,False,False,False,False,196,11,3,2018-11-01 20:34:21,2018-11-01 20:34:21
886,ZZfMWT6wn,gipps,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,,eng,gipp,,,False,True,False,False,False,False,False,94,20,4,2018-11-01 20:34:21,2018-11-01 20:34:21
887,cDRnRtgza,ghosts,A Caucasian,A spirit,False,,,eng,ghost,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:20,2018-11-01 20:34:20
888,ghefvamNF,gimps,A disabled person,,False,,,eng,gimp,,,False,False,False,False,False,True,False,590,63,2,2018-11-01 20:34:20,2018-11-01 20:34:20
889,GK7HWvgrZ,gimpy,Having the tendendies of a disabled person,,False,,80.0,eng,,gimp,,False,False,False,False,False,True,False,536,56,6,2018-11-01 20:34:20,2018-11-01 20:34:20
890,JQZ7GcAEW,gin jockeys,"In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.",,True,,,eng,gin jockey,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:34:20,2018-11-01 20:34:20
891,9Jemaynic,gingers,Person with red hair,A color,False,,44.0,eng,ginger,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:20,2018-11-01 20:34:20
892,VsWZngqtm,gender benders,Pejorative term for sexually ambiguous individual,,False,,25.0,eng,gender bender,,,False,False,False,False,True,False,False,241,21,3,2018-11-01 20:34:19,2018-11-01 20:34:19
893,uLGRBYPgW,Gerudos,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",,False,,,eng,Gerudo,,,False,False,True,False,False,False,False,154,25,3,2018-11-01 20:34:19,2018-11-01 20:34:19
894,2FgrAtCKm,gews,A German Jew.,,False,,,eng,gew,,,True,True,True,False,False,False,False,93,3,0,2018-11-01 20:34:19,2018-11-01 20:34:19
895,mcDQpJtgu,ghetto hamsters,A black child.,,True,,,eng,ghetto hamster,,,False,True,False,False,False,False,False,2,0,0,2018-11-01 20:34:19,2018-11-01 20:34:19
896,aUfVVbBzo,ghey,An intentional misspelling of 'gay' meant to avoid censorship and mock homosexual behaviour ,,False,,79.0,eng,,gay,,False,False,False,False,True,False,False,531,54,5,2018-11-01 20:34:19,2018-11-01 20:34:19
897,egjHbemZy,fuzzy wuzzies,Colonialist term used to refer to the Hadendoa warriors in the 19th Century.,,False,,,eng,fuzzy wuzzy,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:18,2018-11-01 20:34:18
898,rEmFeUAUT,gables,A black person.,A wall which encloses the end of a pitched roof,False,,,eng,gable,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:18,2018-11-01 20:34:18
899,VuoaeaQYz,gashes,Derogatory term referring to a woman's genitals,,False,,,eng,gash,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 20:34:18,2018-11-01 20:34:18
900,dnDZwzLGW,gaylord,A homosexual person,,False,,73.0,eng,,gay,,False,False,False,False,True,False,False,65,10,2,2018-11-01 20:34:18,2018-11-01 20:34:18
901,DTjKEXpFH,gaylords,A homosexual person,,False,,,eng,gaylord,,,False,False,False,False,True,False,False,317,40,4,2018-11-01 20:34:18,2018-11-01 20:34:18
902,xwQDbarxy,fuzzies,A black person.,"Soft, fluffy or frayed",False,,,eng,fuzzy,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:17,2018-11-01 20:34:17
903,jPJsUDwZW,frogs,"A French person. Prior to 19th century, referred to the Dutch (as they were stereotyped as being marsh-dwellers). When France became Britain's main enemy, replacing the Dutch, the epithet transferred to them, due to the French recipe for eating frogs' legs (see comparable French term Rosbif). Also used in Canada to refer to both the French and French Canadians, and occasionally incorrectly as more broadly to people from Quebec who are not, in fact, necessarily French or French speaking.",An amphibian,False,,,eng,frog,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:16,2018-11-01 20:34:16
904,WHwPYUoWb,fruits,A homosexual.,A plant,False,,50.0,eng,fruit,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 20:34:16,2018-11-01 20:34:16
905,jcXUgWTAC,fudgepackers,A homosexual who engages in anal sex,,True,,75.0,eng,fudgepacker,,,False,False,False,True,True,False,False,456,65,0,2018-11-01 20:34:16,2018-11-01 20:34:16
906,7DTWJA7yK,FOBs,A person of foreign nationality.,"A chain, particularly when used with a timepiece",False,,,eng,FOB,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:34:15,2018-11-01 20:34:15
907,fVRHYCbiW,fog niggers,A black person of British nationality.,,True,,,eng,fog nigger,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:15,2018-11-01 20:34:15
908,WiY sqCrT,four by twos,A Jewish person. Four-by-two is Cockney rhyming slang for Jew.,,False,,,eng,four by two,,,False,True,True,False,False,False,False,0,0,0,2018-11-01 20:34:15,2018-11-01 20:34:15
909,RLKxUQEKD,fezzes,An Arab,A Turkish hat,False,,,eng,fez,,,False,True,False,False,False,False,False,229,23,3,2018-11-01 20:34:14,2018-11-01 20:34:14
910,BtriLbsvp,flipabeanos,A person of Filipino and Mexican descent,,True,,50.0,eng,flipabeano,,,True,False,False,False,False,False,False,1,0,0,2018-11-01 20:34:14,2018-11-01 20:34:14
911,mcsYrKge2,flips,A person from the Philippines,To turn upside down,False,,,eng,flip,,,True,False,False,False,False,False,False,475,44,5,2018-11-01 20:34:14,2018-11-01 20:34:14
912,jPoEXvVbT,fags,A homosexual.,A cigarette,False,,,eng,fag,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 20:34:13,2018-11-01 20:34:13
913,UJWpKZMNL,fairies,A Homosexual,A mythical creature,False,,,eng,Fairy,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 20:34:13,2018-11-01 20:34:13
914,bbALRqVZy,eyeties,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',,False,,,eng,eyetie,,,True,True,False,False,False,False,False,52,5,1,2018-11-01 20:34:12,2018-11-01 20:34:12
915,zXBFzymma,fagbags,A homosexual male,,True,,,eng,fagbag,,,False,False,False,False,True,False,False,108,10,0,2018-11-01 20:34:12,2018-11-01 20:34:12
916,GUPEp7JYD,faggots,A homosexual.,,True,,92.0,eng,faggot,,,False,False,False,False,True,False,False,1665,176,16,2018-11-01 20:34:12,2018-11-01 20:34:12
917,q3EmqifRk,faggy,One expressing homosexually tendencies,,True,,98.0,eng,,fag,,False,False,False,False,True,False,False,1426,69,11,2018-11-01 20:34:12,2018-11-01 20:34:12
918,UscchPYQu,dyke jumpers,A person of Dutch origin.,,False,,25.0,eng,dyke jumper,,,True,False,False,False,False,False,False,5,0,0,2018-11-01 20:34:11,2018-11-01 20:34:11
919,MjyWGXBZQ,dykes,A lesbian.,,False,,75.0,eng,dyke,,,False,False,False,True,True,False,False,692,75,6,2018-11-01 20:34:11,2018-11-01 20:34:11
920,cpqoesmuR,eggs,"Denotes white males who identify with East Asian culture, and are thus 'white on the outside and yellow on the inside'.",Organic material resulting from reproduction,False,,,eng,egg,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:11,2018-11-01 20:34:11
921,nyY7QabLk,eh holes,A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.,,False,,,eng,eh hole,,,True,False,False,False,False,False,False,1,0,0,2018-11-01 20:34:11,2018-11-01 20:34:11
922,RhxDuoimW,eight balls,A black person.,A billiards ball,False,,,eng,eight ball,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:11,2018-11-01 20:34:11
923,ZWHFixmzc,dole bludgers,[1] A shiftless or unemployed person. [2] A pimp.,,False,,,eng,dole bludger,,,False,False,False,False,False,False,True,1416,81,9,2018-11-01 20:34:10,2018-11-01 20:34:10
924,BEUT4DVDF,dune coons,A person of Arab descent.,,True,,,eng,dune coon,,,False,True,False,False,False,False,False,146,5,0,2018-11-01 20:34:10,2018-11-01 20:34:10
925,NoQk9XdTB,dune niggers,A person of Arab descent.,,True,,100.0,eng,dune nigger,,,False,True,False,False,False,False,False,1,1,0,2018-11-01 20:34:10,2018-11-01 20:34:10
926,x7bgVJYVB,divs,An idiot,,False,,,eng,div,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:34:09,2018-11-01 20:34:09
927,siJKVFopV,divvies,An idiot,,False,,,eng,divvy,,,False,False,False,False,False,False,True,568,53,8,2018-11-01 20:34:09,2018-11-01 20:34:09
928,CQreg2nam,dogans,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",,False,,,eng,dogan,,,True,False,True,False,False,False,False,52,0,0,2018-11-01 20:34:09,2018-11-01 20:34:09
929,UjVkKjnrm,doguns,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",,False,,,eng,dogun,,,True,False,True,False,False,False,False,0,0,0,2018-11-01 20:34:09,2018-11-01 20:34:09
930,yasUydonv,dhimmis,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",,False,,,eng,dhimmi,,,False,False,False,False,False,False,False,209,19,4,2018-11-01 20:34:08,2018-11-01 20:34:08
931,MGdgzpW4g,diaper heads,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,True,,,eng,diaper head,,,False,True,False,False,False,False,False,238,19,1,2018-11-01 20:34:08,2018-11-01 20:34:08
932,spbacFLhU,dindu,"A derogatory contraction of the words ""didn't do,"" popularized as a slur against black people as a mockery of regional pronunciation",,False,,95.0,eng,,dindu nuffin,,False,True,False,False,False,False,False,941,63,7,2018-11-01 20:34:08,2018-11-01 20:34:08
933,sBPY9jAAf,dinges,A black person. Used in the novel 'To Kill a Mockingbird'.,,False,,75.0,eng,dinge,,,False,True,False,False,False,False,False,53,4,1,2018-11-01 20:34:08,2018-11-01 20:34:08
934,uRaeEbRfW,dingo fuckers,An Australian,,True,,,eng,dingo fucker,,,True,False,False,False,False,False,False,2,0,0,2018-11-01 20:34:08,2018-11-01 20:34:08
935,aCdsfZtjb,Cushites,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,,eng,Cushite,,,False,True,False,False,False,False,False,101,11,2,2018-11-01 20:34:07,2018-11-01 20:34:07
936,VggEpDBJK,dagos,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,,eng,dago,,,False,True,False,False,False,False,False,79,5,1,2018-11-01 20:34:07,2018-11-01 20:34:07
937,MmBhnWLKJ,darkies,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,True,,81.0,eng,darkie,,,False,True,False,False,False,False,False,1276,80,6,2018-11-01 20:34:07,2018-11-01 20:34:07
938,UaXxZixR3,degos,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,,eng,dego,,,False,True,False,False,False,False,False,39,3,2,2018-11-01 20:34:07,2018-11-01 20:34:07
939,ehhnoRzTF,curry munchers,A person of East Indian origin.,,True,,50.0,eng,curry muncher,,,False,True,False,False,False,False,False,1895,230,22,2018-11-01 20:34:06,2018-11-01 20:34:06
940,zrhZMZafE,curry slurpers,A person of East Indian origin.,,True,,,eng,curry slurper,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:06,2018-11-01 20:34:06
941,DLPonpCJ4,curry stinkers,A person of East Indian origin.,,True,,88.0,eng,curry stinker,,,False,True,False,False,False,False,False,4,2,0,2018-11-01 20:34:06,2018-11-01 20:34:06
942,GtvaYNBpX,Cushis,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,25.0,eng,Cushi,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:34:06,2018-11-01 20:34:06
943,aAgrMvnVV,crows,"A black person, particularly a black woman.",A bird,False,,,eng,crow,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:05,2018-11-01 20:34:05
944,xdniLkefq,cunts,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,False,,93.0,eng,cunt,,,False,False,False,True,False,False,False,576,96,22,2018-11-01 20:34:05,2018-11-01 20:34:05
945,tn27sRrbm,cotton pickers,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,,False,,,eng,cotton picker,,,False,True,False,False,False,False,False,262,32,3,2018-11-01 20:34:04,2018-11-01 20:34:04
946,cATfJsDpC,cow kissers,"A person of Indian descent, from the worship of cows.",,False,,78.0,eng,cow kisser,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:04,2018-11-01 20:34:04
947,bcaW2VQdy,cowboy killers,A Native American.,,True,,,eng,cowboy killer,,,False,True,False,False,False,False,False,1299,95,13,2018-11-01 20:34:04,2018-11-01 20:34:04
948,cDoocvNEo,crackers,"A poor Appalachian or poor Southerner, a white person, first used in the 19th century.",[1] Snack [2] Hacker [3] American musical group [4] British television show,False,,100.0,eng,cracker,,,False,True,False,False,False,False,True,0,0,0,2018-11-01 20:34:04,2018-11-01 20:34:04
949,YamaZMMop,Congoids,Some concatenation of Congo and mongoloid,,True,,,eng,Congoid,,,False,True,False,False,False,False,False,221,29,5,2018-11-01 20:34:03,2018-11-01 20:34:03
950,7GHAZcm2w,coolies,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",,False,,,eng,coolie,,,False,True,False,False,False,False,False,234,25,8,2018-11-01 20:34:03,2018-11-01 20:34:03
951,BtwLPDjMf,coonadians,A Canadian of African descent; sometimes applied to aboriginals,,True,,,eng,coonadian,,,False,True,False,False,False,False,False,3,1,0,2018-11-01 20:34:03,2018-11-01 20:34:03
952,xy3DDrD4i,coons,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",,False,,,eng,coon,,,False,True,False,False,False,False,False,392,40,2,2018-11-01 20:34:03,2018-11-01 20:34:03
953,iUEWfYoFm,cocoas,A black person.,Chocolate,False,,,eng,cocoa,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:02,2018-11-01 20:34:02
954,EPHPsVBbL,coconuts,"[1] A person of Hispanic descent who's accused of acting white. [2] In, New Zealand/Australia, a Pacific Islander. Named after the coconut, the nut from the coconut palm. [3], In the UK, a black person who exhibits behaviour associated with caucasians. [4] In the USA, a black person trying to be 'white'. [5] In South Africa, a black person who acts white. [6], In Canada, an individual of South Asian (typically Dravidian) descent, who is accused of trying to be 'white'.",Fruit of a palm tree,False,,,eng,coconut,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:02,2018-11-01 20:34:02
955,UXfmwtUJp,coloreds,A black person.,Possessing color,False,,,eng,colored,,,False,True,False,False,False,False,False,590,55,11,2018-11-01 20:34:02,2018-11-01 20:34:02
956,ebRQ6mhUJ,coloureds,A black person.,Possessing colour,False,,,eng,coloured,,,False,True,False,False,False,False,False,302,37,2,2018-11-01 20:34:02,2018-11-01 20:34:02
957,twnzsNw4u,conchudas,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,False,,,eng,conchuda,,,False,False,False,True,False,False,False,22,8,1,2018-11-01 20:34:02,2018-11-01 20:34:02
958,trfXetFpQ,closetfags,A person accused of being an homosexual,,True,,,eng,closetfag,,,False,False,False,False,True,False,False,7,0,0,2018-11-01 20:34:01,2018-11-01 20:34:01
959,yTyhccomf,cocksuckers,A homosexual who engages in oral sex,Generic insult without sexual context,False,,,eng,cocksucker,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 20:34:01,2018-11-01 20:34:01
960,XbjaqrgCf,Cocoa Puffs,A black person.,A breakfast cereal,False,,,eng,Cocoa Puff,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:34:01,2018-11-01 20:34:01
961,UqpDmdbfZ,clams,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",A mollusk,False,,,eng,clam,,,False,False,True,False,False,False,False,0,0,0,2018-11-01 20:34:00,2018-11-01 20:34:00
962,hBwdWtGZm,clog wogs,A Dutch person,,False,US,50.0,eng,clog wog,,,True,True,False,False,False,False,False,2,1,0,2018-11-01 20:34:00,2018-11-01 20:34:00
963,GsGjT2HZX,closet fags,A person accused of being an homosexual,,True,,,eng,closet fag,,,False,False,False,False,True,False,False,158,18,3,2018-11-01 20:34:00,2018-11-01 20:34:00
964,VnEgwbtmp,chonkies,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,,False,,56.0,eng,chonky,,,True,True,False,False,False,False,False,65,10,5,2018-11-01 20:33:59,2018-11-01 20:33:59
965,apriiip9s,Christ killers,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,True,,,eng,Christ killer,,,False,True,True,False,False,False,False,364,23,2,2018-11-01 20:33:59,2018-11-01 20:33:59
966,gghTJmstY,chugs,"[1] An individual of Canadian aboriginal descent. [2] A Native American, from assumed likelihood of alcoholism.",To drink rapidly,False,,75.0,eng,chug,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:59,2018-11-01 20:33:59
967,WENXqHVtn,chunkies,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,An uneven aggregate of ingredients,False,,,eng,chunky,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:59,2018-11-01 20:33:59
968,dChrfnotV,clamheads,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",,False,,51.0,eng,clamhead,,,False,False,True,False,False,False,False,5,0,0,2018-11-01 20:33:59,2018-11-01 20:33:59
969,cHjLREGBN,cholo chasers,A person who engages in relationships with hispanic individuals,,True,,,eng,cholo chaser,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:58,2018-11-01 20:33:58
970,gVHZD7Di ,cholo chasing,A person who engages in relationships with Hispanic individuals,,True,,90.0,eng,,cholo chaser,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:58,2018-11-01 20:33:58
971,nay7NBvtA,Chinamen,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",,True,,,eng,Chinaman,,,True,False,False,False,False,False,False,1305,94,10,2018-11-01 20:33:57,2018-11-01 20:33:57
972, 4cbPcsFY,Chinese wetbacks,"A Filipino, particularly having a Mexican and Chinese heritage.",,True,,,eng,Chinese wetback,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:57,2018-11-01 20:33:57
973,gUtCt4dyz,ching chongs,"A person of perceived Chinese or East Asian descent. An offensive term that has raised considerable controversy, for example when used by comedian Rosie O'Donnell.",,True,,75.0,eng,ching chong,,,False,True,False,False,False,False,False,1495,105,13,2018-11-01 20:33:57,2018-11-01 20:33:57
974,CDnjuWwxK,chinigs,A person of mixed black and Chinese parentage.,,False,,100.0,eng,chinig,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:57,2018-11-01 20:33:57
975,fMPZNgUoB,chink a billies,A rural person of Chinese descent.,,True,,,eng,chink a billy,,,True,True,False,False,False,False,True,0,0,0,2018-11-01 20:33:57,2018-11-01 20:33:57
976,tYrK4eFFU,chee chees,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",,False,,,eng,chee chee,,,False,True,False,False,False,False,False,23,3,0,2018-11-01 20:33:56,2018-11-01 20:33:56
977,eywaqHW7i,chi chis,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",,False,,,eng,chi chi,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:56,2018-11-01 20:33:56
978,yqkKbvJcr,chiggers,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,A mite,False,,,eng,chigger,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:56,2018-11-01 20:33:56
979,YgBANPYBP,chili shitters,A person of Hispanic descent.,,True,,,eng,chili shitter,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:56,2018-11-01 20:33:56
