id,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
991,NvRzsgfhK,cab niggers,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",,TRUE,,75,eng,cab nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:33,11/1/2018 20:33
992,LKz2wrx4P,camel cowboys,Person of Middle Eastern descent.,,TRUE,,,eng,camel cowboy,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,11/1/2018 20:33,11/1/2018 20:33
993,kejmkgarG,camel fuckers,[1] An Arab. [2] A Muslim.,,TRUE,,100,eng,camel fucker,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,252,20,4,11/1/2018 20:33,11/1/2018 20:33
994,wXPLxhX2g,camel humpers,Person of Middle Eastern descent.,,TRUE,,100,eng,camel humper,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,135,3,1,11/1/2018 20:33,11/1/2018 20:33
995,CPgwXBBEf,camel jackers,Person of Middle Eastern descent.,,TRUE,,,eng,camel jacker,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,11/1/2018 20:33,11/1/2018 20:33
998,gmUQbqhNx,burrheads,A black person (referencing stereotypical hair type).,,TRUE,,75,eng,burrhead,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0,11/1/2018 20:33,11/1/2018 20:33
999,dtxsPQeHW,butt pirates,A homosexual who engages in anal sex,,TRUE,,63,eng,butt pirate,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1067,82,3,11/1/2018 20:33,11/1/2018 20:33
1001,47LJCnwxe,Buddhaheads,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,,TRUE,,,eng,Buddhahead,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,0,11/1/2018 20:33,11/1/2018 20:33
1010,vppczeurd,brown invader,Accusative term for refugees or immigrants of darker complexion,,TRUE,,75,eng,,black invader,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21,0,0,11/1/2018 20:33,11/1/2018 20:33
1011,ahksavykw,brown invaders,Accusative term for refugees or immigrants of darker complexion,,TRUE,,75,eng,brown invader,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,163,4,1,11/1/2018 20:33,11/1/2018 20:33
1012,FFRTQgFgB,border niggers,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,100,eng,border nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
1018,CsMJUAJZd,border bunnies,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,,eng,border bunny,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,5,0,11/1/2018 20:33,11/1/2018 20:33
1019,UhxDeasWz,border hoppers,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,,eng,border hopper,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1016,96,12,11/1/2018 20:33,11/1/2018 20:33
1020,BbYRko6KU,border jumpers,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,,eng,border jumper,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1509,94,15,11/1/2018 20:33,11/1/2018 20:33
1029,CZoaPQfkm,bog hoppers,A person of common or low class Irish ancestry.,,TRUE,,,eng,bog hopper,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,1,0,11/1/2018 20:33,11/1/2018 20:33
1030,bWDAKxDbY,bog jumpers,A person of common or low class Irish ancestry.,,TRUE,,38,eng,bog jumper,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,0,11/1/2018 20:33,11/1/2018 20:33
1031,hCzQckqLu,bog trotters,A person of common or low class Irish ancestry.,,TRUE,,100,eng,bog trotter,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,263,36,5,11/1/2018 20:33,11/1/2018 20:33
1034,P3GaZAtGq,blaxicans,A person of mixed Mexican and African ancestry,,TRUE,,44,eng,blaxican,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,134,6,0,11/1/2018 20:33,11/1/2018 20:33
1040,yZ4zLcfXs,black dagos,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,TRUE,,,eng,black dago,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
1041,yoAGYcwDn,black invaders,Accusative term for refugees or immigrants of darker complexion,,TRUE,,,eng,black invader,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,1,0,11/1/2018 20:33,11/1/2018 20:33
1047,KZaWfDssU,beaner shnitzels,Offspring of a hispanic parent and a German parent,,TRUE,,,eng,beaner shnitzel,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
1051,chajwxwhX,beach niggers,An overly tanned Caucasian,,TRUE,,,eng,beach nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,11/1/2018 20:33,11/1/2018 20:33
1053,oNHANQscn,beaner babies,An infant of hispanic descent,,TRUE,,86,eng,,anchor baby,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82,6,1,11/1/2018 20:33,11/1/2018 20:33
1054,temXUPiyk,beaner baby,An infant of hispanic descent,,TRUE,,96,eng,,anchor babies,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,143,13,1,11/1/2018 20:33,11/1/2018 20:33
1055,KZLFmdpfY,banana benders,An Australian from Queensland,,TRUE,,1,eng,banana bender,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220,33,2,11/1/2018 20:33,11/1/2018 20:33
1056,iYwnzkVun,banana landers,An Australian from Queensland,,TRUE,,,eng,banana lander,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
1058,BiGrCzyJU,bamboo coons,A person of Chinese ancestry,,TRUE,,,eng,bamboo coon,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:33,11/1/2018 20:33
1071,dUzTUnsBR,anchor babies,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",,TRUE,,62,eng,anchor baby,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1370,106,13,11/1/2018 20:33,11/1/2018 20:33
1073,KeAHsWNKo,Americoons,Combination of American and 'coon',,TRUE,,,eng,Americoon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,7,1,11/1/2018 20:33,11/1/2018 20:33
1077,uK22Hwkqz,African catfishes,Referring to Muslims in Myanmar as an invasive species,,TRUE,,,eng,African catfish,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,11/1/2018 20:33,11/1/2018 20:33
1078,rhjpYp2ee,Africoons,Combination of African and 'coon'.,,TRUE,,89,eng,Africoon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,431,35,2,11/1/2018 20:33,11/1/2018 20:33
1079,2HZo9mCFi,Afro-Saxons,Caucasian person who 'acts black',,TRUE,,25,eng,Afro-Saxon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90,23,1,11/1/2018 20:33,11/1/2018 20:33
1083,NtvpxgvMT,ziojew,Derogatory term for a Jewish zionist or those being accused of such,,TRUE,,96,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,1,0,11/1/2018 19:42,11/1/2018 19:42
1084,czQmdgfms,yard ape,A black person,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,212,29,16,11/1/2018 19:42,11/1/2018 19:42
1085,DAGYWQbgi,yellow invader,Accusative term for refugees or immigrants from Asia,,TRUE,,97,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,0,11/1/2018 19:42,11/1/2018 19:42
1087,RCAkVRfYf,whigga,A white person who is acting like a black person,,TRUE,,71,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1511,142,20,11/1/2018 19:42,11/1/2018 19:42
1088,KEZm8ckXa,tree nigger,A Native American person,,TRUE,,100,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3,0,11/1/2018 19:42,11/1/2018 19:42
1090,VxcEzomv2,suspook,A black person suspected of a crime,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,0,11/1/2018 19:42,11/1/2018 19:42
1091,Y9kqviVYq,taco nigger,An Hispanic person,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,2,0,11/1/2018 19:42,11/1/2018 19:42
1092,sXCcFRi2B,sheboon,Combination of 'she' and 'baboon' to indicate a black woman,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1195,139,21,11/1/2018 19:42,11/1/2018 19:42
1093,Ln8VMqGCX,sand nip,A person from the South Pacific,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 19:42,11/1/2018 19:42
1095,VKmAhQTR2,rice nigger,An Asian person,,TRUE,,93,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,4,1,11/1/2018 19:42,11/1/2018 19:42
1096,HeThmckyy,red nigger,A Native American person,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,36,4,2,11/1/2018 19:42,11/1/2018 19:42
1097, tEKbCmzG,pavement ape,A black person,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,301,20,3,11/1/2018 19:42,11/1/2018 19:42
1098,eLqnd73CV,Palestinkian,Childish slur for Palestinians,,TRUE,,48,eng,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,11/1/2018 19:42,11/1/2018 19:42
1099,UyxRQXYGZ,niggera,Alternative use of the term 'nigger',,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,151,11,2,11/1/2018 19:42,11/1/2018 19:42
1100,KZLFMFzqY,niggerette,Female diminuitive of 'nigger',,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105,21,7,11/1/2018 19:42,11/1/2018 19:42
1101,4geTZPV4f,niggerfag,A homosexual of African descent,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,12,1,0,11/1/2018 19:42,11/1/2018 19:42
1102,MhpsEBUGG,niggerize,To increase African American / African influence,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84,6,0,11/1/2018 19:42,11/1/2018 19:42
1103,PwazibGyA,niggerwool,Describing the texture of African American hair,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 19:42,11/1/2018 19:42
1104,RnVgazWDZ,nigger-knock,Intimidation of black families by anonymous knocking on their front doors,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 19:42,11/1/2018 19:42
1105,MQGLHULja,nappyhead,Describing the texture of African American hair,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,165,12,1,11/1/2018 19:42,11/1/2018 19:42
1106,wEYnsHwCX,muzzpig,Derogatory portmanteau of Muslim and 'pig',,TRUE,,94,eng,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 19:42,11/1/2018 19:42
1107,VtzBYjZGF,muzzrat,Derogatory portmanteau of Muslim and 'rat',,TRUE,,94,eng,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,157,2,0,11/1/2018 19:42,11/1/2018 19:42
1108,gZyFnochq,muzzy,Perjorative diminuitive of Muslim,,TRUE,,83,eng,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,49,11,11/1/2018 19:42,11/1/2018 19:42
1110,sfCkhijyu,muslimal,Derogatory portmanteau of Muslim and 'animal',,TRUE,,80,eng,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,0,11/1/2018 19:42,11/1/2018 19:42
1111,DHWeAGvKd,kneegrow,Alternative form of 'negro',,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1629,192,32,11/1/2018 19:42,11/1/2018 19:42
1112,bYNFmB8LF,jewbag,A selfish or greedy Jew,,TRUE,,96,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66,2,0,11/1/2018 19:42,11/1/2018 19:42
1113,cRsYPQKdm,jew-fucker,One who has sexual relations with Jews,,TRUE,,93,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0,0,11/1/2018 19:42,11/1/2018 19:42
1114,eMDrkxqjs,honklet,The diminuitive of 'honky',,TRUE,,83,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0,0,11/1/2018 19:42,11/1/2018 19:42
1120,LaVFXPUYE,fudgepacker,A homosexual who engages in anal sex,,TRUE,,69,eng,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,816,99,12,11/1/2018 19:42,11/1/2018 19:42
1121,jdWVrzLjZ,flipabeano,A person of Filipino and Mexican descent,,TRUE,,70,eng,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 19:42,11/1/2018 19:42
1122,cEBJ2nMNX,fagbag,A homosexual male,,TRUE,,98,eng,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,862,84,2,11/1/2018 19:42,11/1/2018 19:42
1123,rknwZYjMw,derka derka,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,,TRUE,,82,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,34,0,0,11/1/2018 19:42,11/1/2018 19:42
1124,pczCEQBNb,dindu nuffin,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1783,187,12,11/1/2018 19:42,11/1/2018 19:42
1125,3tKVVTwnL,coonadian,A Canadian of African descent; sometimes applied to aboriginals,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,3,1,11/1/2018 19:42,11/1/2018 19:42
1128,VxcXGhGEJ,Congoid,Some concatenation of Congo and mongoloid,,TRUE,,92,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,403,39,3,11/1/2018 19:42,11/1/2018 19:42
1130,4G2wcQTWZ,cholo chaser,A person who engages in relationships with hispanic individuals,,TRUE,,66,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 19:42,11/1/2018 19:42
1132,JuXUP7M2s,butt pirate,A homosexual who engages in anal sex,,TRUE,,75,eng,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1338,118,21,11/1/2018 19:39,11/1/2018 19:39
1134,4LmhMZKUi,black invader,Accusative term for refugees or immigrants of darker complexion,,TRUE,,82,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34,0,0,11/1/2018 19:39,11/1/2018 19:39
1168,DRG6AYKm4,jigarooni,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,86,eng,,jigaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,4/17/2015 23:34,4/17/2015 23:34
1179,FAwR2b4xm,zigabo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,73,eng,,jigaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,0,0,5/3/2014 15:18,5/3/2014 15:18
1182,PkhMVy69W,border nigger,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,98,eng,,wetback,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,0,3/23/2014 9:01,3/23/2014 9:01
1196,axGdw9THv,dune nigger,A person of Arab descent.,,TRUE,,100,eng,,sand nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,2,0,1/24/2014 15:00,1/24/2014 15:00
1205,v6aUwuURh,fog nigger,A black person of British nationality.,,TRUE,,99,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,12/6/2013 0:20,12/6/2013 0:20
1225,qYwaax64w,cab nigger,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",,TRUE,,87,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,10/8/2013 18:26,10/8/2013 18:26
1272,9VPR4zdq9,Bog Irish,A person of common or low class Irish ancestry.,,TRUE,,66,eng,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,125,2,0,7/26/2013 23:24,7/26/2013 23:24
1284,7zZa7JXXz,pineapple nigger,A person of Hawaiian descent.,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,0,0,7/22/2013 19:42,7/22/2013 19:42
1286,waBhvkh4u,gyppy,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,90,eng,,gyppo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,6,0,7/22/2013 9:05,7/22/2013 9:05
1288,ndFMX7jTq,bog trotter,A person of common or low class Irish ancestry.,,TRUE,,83,eng,,Bog Irish,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,526,42,7,7/21/2013 18:55,7/21/2013 18:55
1291,6zptJfZZh,ice nigger,A black Canadian.,,TRUE,,98,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48,0,0,7/17/2013 18:50,7/17/2013 18:50
1292,z8ayW3CfA,shanty Irish,A poor or disenfranchised person of Irish descent.,,TRUE,,59,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,458,37,18,7/16/2013 5:45,7/16/2013 5:45
1321,qXnWu4Xw8,tranny,"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.",,TRUE,,74,eng,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3037,22,5,7/4/2013 17:23,7/4/2013 17:23
1326,vRUCf4b9p,shemale,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,,TRUE,,96,eng,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3273,14,4,7/4/2013 15:22,7/4/2013 15:22
1335,eUq4VPh6h,niggar,A black person.,,TRUE,,99,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3733,159,22,6/25/2013 10:13,6/25/2013 10:13
1342,jYqw27BMx,darkie,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,TRUE,,81,eng,,darky,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2559,122,21,6/23/2013 18:20,6/23/2013 18:20
1345,6hCjv3qHW,Christ killer,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,TRUE,,93,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,278,8,1,6/23/2013 12:00,6/23/2013 12:00
1361,4m74BQfBX,cotton picker,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,,TRUE,,74,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4570,171,16,6/22/2013 18:38,6/22/2013 18:38
1368,TWVUM7xdk,jijjiboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,86,eng,,jigaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,6/22/2013 0:12,6/22/2013 0:12
1369,HP8tddveZ,house nigger,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2370,59,9,6/21/2013 23:37,6/21/2013 23:37
1371,T2RDQb6xa,octaroon,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,TRUE,,81,eng,,octroon,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1584,109,12,6/21/2013 16:19,6/21/2013 16:19
1372,PFnJ6FkJa,curry stinker,A person of East Indian origin.,,TRUE,,86,eng,,curry muncher,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3,0,6/21/2013 16:05,6/21/2013 16:05
1373,D6Jtu6NYX,white nigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,TRUE,,99,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108,5,3,6/21/2013 15:09,6/21/2013 15:09
1382,uAuJGgQ9f,sideways pussy,"An Asian woman, particularly of Chinese descent.",,TRUE,,88,eng,,sideways vagina,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,295,27,0,6/20/2013 18:14,6/20/2013 18:14
1384,9RbmyaNJr,eyetie,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',,TRUE,,81,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,281,13,0,6/20/2013 7:22,6/20/2013 7:22
1385,64mQJ3KAE,proddy dog,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,TRUE,,84,eng,,prod,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,69,2,0,6/19/2013 20:55,6/19/2013 20:55
1386,H8g8GZ4Ax,prairie nigger,A Native American.,,TRUE,,98,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,98,2,0,6/19/2013 19:53,6/19/2013 19:53
1388,ZGgc8Fan8,coon ass,A person of Cajun ethnicity.,,TRUE,,72,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3789,124,17,6/19/2013 6:34,6/19/2013 6:34
1389,3K3zQvqm9,moulie,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,TRUE,,89,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,386,14,0,6/19/2013 4:07,6/19/2013 4:07
1390,7y2VTFXCn,sideways vagina,"An Asian woman, particularly of Chinese descent.",,TRUE,,94,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,395,17,3,6/19/2013 2:40,6/19/2013 2:40
1391,fz6E48ehr,camel humper,Person of Middle Eastern descent.,,TRUE,,95,eng,,camel jockey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,394,5,0,6/19/2013 2:30,6/19/2013 2:30
1396,UbKAZ2J3B,wagon burner,A Native American person.,,TRUE,,87,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,336,17,2,6/18/2013 18:10,6/18/2013 18:10
1397,Wzwy99PA8,moulignon,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,TRUE,,89,eng,,moulie,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,0,0,6/18/2013 1:40,6/18/2013 1:40
1398,7BtqnhDHy,border bunny,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,85,eng,,wetback,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,188,41,3,6/18/2013 0:57,6/18/2013 0:57
1399,qb2KqVgnC,dune coon,A person of Arab descent.,,TRUE,,99,eng,,sand nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1108,14,1,6/17/2013 22:13,6/17/2013 22:13
1402,JfzXrQr7x,border jumper,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,82,eng,,wetback,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2045,90,16,6/17/2013 18:11,6/17/2013 18:11
1404,N4DyxwBHg,gippo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,97,eng,,gyppo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,830,27,6,6/16/2013 8:27,6/16/2013 8:27
1405,EZKArmFB3,gyppo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,90,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2158,71,4,6/15/2013 21:23,6/15/2013 21:23
1406,tP4pHEaRC,touch of the tar brush,A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,,TRUE,,90,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,303,11,5,6/15/2013 5:18,6/15/2013 5:18
1411,b7PHp7TKN,muzzie,A Muslim.,,TRUE,,84,eng,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5293,189,19,6/1/2013 23:05,6/1/2013 23:05
1413,cyx7mvDEF,nigglet,A black child.,,TRUE,,99,eng,,niglet,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4025,161,15,5/31/2013 4:10,5/31/2013 4:10
1414,WeZJrBa82,niggur,A black person.,,TRUE,,99,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5512,210,25,5/30/2013 22:34,5/30/2013 22:34
